City,Address,Number_of_rooms,Type,Price_in_dollars,All_Method,REA,Dateofsold,DistanceKM,Postcode,Bathroom,car_place,LandSizeMetres,BuildinSizeMetres,YearBuilt,CouncilArea,Lattitude,Longtitude,GeneralRegion,No_of_properties
Footscray,9/51 Napier St,2,u,370000,VB,Jas,29-07-2017,5.1,3011,1,1,0,60,1960,Maribyrnong City Council,-37.80474,144.9021,Western Metropolitan,7570
St Albans,20 Ivanhoe Av,3,h,675000,S,Barry,14-10-2017,14,3021,1,2,,,,Brimbank City Council,-37.74409,144.81382,Western Metropolitan,14042
Balwyn North,17 Stephens St,4,h,3360000,S,Assisi,16-04-2016,9.2,3104,3,1,904,420,2003,Boroondara City Council,-37.797,145.086,Southern Metropolitan,7809
Kilsyth,16 Regina St,3,h,780000,SP,McGrath,19-08-2017,26,3137,2,1,862,162,1986,Maroondah City Council,-37.80212,145.33017,Eastern Metropolitan,4654
Craigieburn,9 Verwood Ct,3,h,555000,S,YPA,23-09-2017,20.6,3064,2,3,,,,Hume City Council,-37.61218,144.93875,Northern Metropolitan,15510
Bentleigh East,13 Norville St,3,h,1165000,S,Buxton,12-11-2016,13.9,3165,1,1,732,,,Glen Eira City Council,-37.9334,145.0667,Southern Metropolitan,10969
Malvern,9/42 Winter St,1,u,,S,hockingstuart,16-07-2016,7.4,3144,1,1,0,60,1960,Stonnington City Council,-37.8606,145.0326,Southern Metropolitan,4675
Brighton East,15 Binnie St,3,h,,S,Marshall,27-05-2017,10.3,3187,1,2,467,,,Bayside City Council,-37.92428,145.00722,Southern Metropolitan,6938
Hadfield,40 Angus St,3,h,740000,S,Barry,12-11-2016,12.1,3046,1,1,568,115,1960,Moreland City Council,-37.7077,144.9438,Northern Metropolitan,2606
Blackburn,15 Banksia St,4,h,1760000,S,Fletchers,16-09-2017,13.4,3130,2,2,,,,Whitehorse City Council,-37.82941,145.14232,Eastern Metropolitan,5713
Reservoir,2 Kennedy St,3,h,650000,VB,Nelson,19-11-2016,11.2,3073,,,,,,Darebin City Council,-37.7223,144.988,Northern Metropolitan,21650
South Melbourne,157 Napier St,3,h,1600000,SP,Marshall,03-09-2016,2.1,3205,2,1,88,93,1890,Port Phillip City Council,-37.8363,144.9628,Southern Metropolitan,5943
Ripponlea,7/1 Hotham Gr,1,u,327000,S,Woodards,18-06-2016,7.4,3185,1,1,486,,,Port Phillip City Council,-37.8797,144.9954,Southern Metropolitan,821
Collingwood,4/67 Easey St,2,u,535000,S,Nelson,06-05-2017,1.6,3066,1,1,0,63,1970,Yarra City Council,-37.7981,144.9883,Northern Metropolitan,4553
Burwood,20 Gilmour St,6,h,,S,Buxton,04-03-2017,11.7,3125,3,3,796,367,2014,Monash City Council,-37.8529,145.0986,Southern Metropolitan,5678
Ferntree Gully,7 Austin St,3,h,740000,SP,Stockdale,22-07-2017,24.8,3156,1,2,968,118,1955,Knox City Council,-37.88523,145.28553,Eastern Metropolitan,10788
Lysterfield,89 Oaktree Ri,4,h,,S,Ray,29-07-2017,24.8,3156,,,,,,Knox City Council,,,South-Eastern Metropolitan,2126
Wyndham Vale,13 Chisholm Pl,3,h,,W,hockingstuart,17-03-2018,27.2,3024,2,1,300,,,Wyndham City Council,-37.88179,144.62097,Western Metropolitan,5262
Pascoe Vale,1/20 Bristol Rd,4,t,750000,SP,Ray,24-02-2018,8.5,3044,,,,,,Moreland City Council,,,Northern Metropolitan,7485
Balwyn,316 Belmore Rd,4,h,1750000,PI,Ascend,10-12-2016,9.7,3103,3,2,453,308,2016,Boroondara City Council,-37.8044,145.1006,Southern Metropolitan,5682
Sunshine West,207 Glengala Rd,3,h,740000,S,Barry,11-11-2017,10.5,3020,1,2,,,,Brimbank City Council,-37.788,144.8039,Western Metropolitan,6763
Balwyn North,10 Hood St,4,h,2155000,S,Jellis,28-08-2016,9.2,3104,2,3,620,,,Boroondara City Council,-37.7985,145.0707,Southern Metropolitan,7809
Port Melbourne,7/4 Seisman Pl,2,u,,SN,hockingstuart,08-07-2017,3.5,3207,1,1,15946,92,2000,Melbourne City Council,-37.84237,144.94486,Southern Metropolitan,8648
Moonee Ponds,15/122 Maribyrnong Rd,2,u,456000,S,Rendina,18-11-2017,6.2,3039,,,,,,Moonee Valley City Council,,,Western Metropolitan,6232
Mentone,1/107 Warrigal Rd,2,u,455000,S,Buxton,17-06-2017,20,3194,1,1,3160,,1970,Kingston City Council,-37.97946,145.07167,South-Eastern Metropolitan,6162
Balwyn,1/89 Balwyn Rd,3,t,1325000,VB,Jellis,16-09-2017,7.9,3103,2,2,,,1997,Boroondara City Council,-37.81391,145.08093,Southern Metropolitan,5682
Northcote,22 Leonard St,2,h,,S,Nelson,14-05-2016,5.5,3070,1,1,269,,1920,Darebin City Council,-37.7816,145.0135,Northern Metropolitan,11364
Mernda,15 Galloway Dr,4,h,802000,S,Barry,21-10-2017,25.9,3754,2,2,519,238,2014,Whittlesea City Council,-37.59748,145.08202,Northern Metropolitan,5812
Brighton East,86 Glencairn Av,5,h,2750000,S,Buxton,23-09-2017,10.3,3187,3,3,626,,,Bayside City Council,-37.92427,145.02003,Southern Metropolitan,6938
Croydon,19 Marcus Rd,3,h,740000,S,Barry,25-11-2017,23,3136,,,,,,Maroondah City Council,,,Eastern Metropolitan,11925
Albert Park,103 Kerferd Rd,2,h,1330000,S,Marshall,14-10-2017,3,3206,1,0,122,77,1890,Port Phillip City Council,-37.84588,144.95559,Southern Metropolitan,3280
Cheltenham,9 Eunice Dr,5,h,950000,VB,Buxton,09-12-2017,17.9,3192,2,4,534,,,Bayside City Council,-37.96684,145.07724,Southern Metropolitan,9758
Templestowe Lower,39 Hazel Dr,5,h,750000,PI,hockingstuart,12-11-2016,13.8,3107,3,4,800,335,2006,Manningham City Council,-37.7696,145.1078,Eastern Metropolitan,5420
Roxburgh Park,8 Bonney Pl,4,h,566000,S,Raine,14-10-2017,20.6,3064,2,2,,,2000,Hume City Council,-37.62533,144.92822,Northern Metropolitan,5833
Brighton East,5 Florence St,4,h,1495000,S,Nick,04-06-2016,10.7,3187,2,2,597,,,Bayside City Council,-37.9179,145.019,Southern Metropolitan,6938
Armadale,37 Barkly Av,2,h,1930000,S,Jellis,06-08-2016,6.3,3143,,,,,,Stonnington City Council,,,Southern Metropolitan,4836
Reservoir,2/37 Ashton St,2,t,562000,S,Barry,06-01-2018,12,3073,,,,,,Darebin City Council,,,Northern Metropolitan,21650
Preston,81 Wilcox St,4,h,,PI,Ray,03-02-2018,8.4,3072,4,0,397,450,1980,Darebin City Council,-37.73602,145.00574,Northern Metropolitan,14577
Richmond,2 Francis St,3,h,1032000,S,Biggin,24-09-2016,2.6,3121,1,0,128,,,Yarra City Council,-37.8198,145.0026,Northern Metropolitan,14949
Deer Park,8 Soame St,3,h,,W,FN,24-02-2018,14.8,3023,1,2,531,,,Brimbank City Council,-37.75721,144.77581,Western Metropolitan,6388
Brunswick West,2/530 Victoria St,2,u,497000,S,Hodges,28-05-2016,5.9,3055,1,1,0,84,1977,Moreland City Council,-37.7647,144.9412,Northern Metropolitan,7082
Reservoir,1/82 Leamington St,2,t,630000,PI,Ray,10-02-2018,12,3073,,,,,,Darebin City Council,,,Northern Metropolitan,21650
Malvern East,1281B Dandenong Rd,4,h,1215000,PI,Thomson,04-03-2017,11.2,3145,2,2,207,,,Stonnington City Council,-37.8845,145.072,Southern Metropolitan,8801
Armadale,15/844 Malvern Rd,2,u,,S,hockingstuart,07-10-2017,6.3,3143,,,,,,Stonnington City Council,,,Southern Metropolitan,4836
Glen Huntly,7/15 Royal Av,2,u,402000,S,Stockdale,10-09-2016,10.4,3163,,,,,,Glen Eira City Council,,,Southern Metropolitan,2403
Hoppers Crossing,8 Hayden St,3,h,492000,S,YPA,27-05-2017,18.4,3029,1,1,581,,,Wyndham City Council,-37.87711,144.68825,Western Metropolitan,13830
Glen Iris,16/69 Carroll Cr,2,u,475000,S,Noel,04-06-2016,9.2,3146,,,,,,Boroondara City Council,,,Southern Metropolitan,10412
Hawthorn,8 Kinkora Rd,4,h,2010000,PI,Marshall,24-06-2017,5.3,3122,3,3,451,,1970,Boroondara City Council,-37.81633,145.02833,Southern Metropolitan,11308
Vermont South,235 Hawthorn Rd,4,h,,PI,Ray,06-01-2018,17.2,3133,2,2,670,,1980,Whitehorse City Council,-37.84923,145.17729,Eastern Metropolitan,4280
Reservoir,40 Hughes Pde,4,h,770000,S,Love,04-03-2017,11.2,3073,1,2,855,,,Darebin City Council,-37.6997,145.0043,Northern Metropolitan,21650
Lalor,2 Orchid Ct,5,h,591000,S,HAR,18-11-2017,16.3,3075,1,2,636,0,1980,Whittlesea City Council,-37.6701,145.005,Northern Metropolitan,8279
Dallas,6 Riches St,4,h,620000,VB,Stockdale,17-03-2018,14,3047,2,3,780,117,1970,Hume City Council,-37.67024,144.94737,Northern Metropolitan,2246
Seaford,5 Ireland St,3,h,782500,S,Asset,17-06-2017,35.4,3198,2,2,603,,,Frankston City Council,-38.09088,145.12934,South-Eastern Metropolitan,8077
Bentleigh East,8 Haigh St,4,h,,SN,Ray,18-03-2017,13.9,3165,2,2,572,,,Glen Eira City Council,-37.9287,145.0792,Southern Metropolitan,10969
Newport,21 Croker St,3,h,810000,S,Williams,12-11-2016,8.4,3015,1,1,390,84,1970,Hobsons Bay City Council,-37.847,144.8734,Western Metropolitan,5498
Hawthorn,204/36 Lynch St,2,u,500000,VB,Gary,27-05-2017,5.3,3122,2,1,0,,,Boroondara City Council,-37.8213,145.02913,Southern Metropolitan,11308
Oak Park,40 Devereaux St,4,h,840000,SP,Nelson,18-06-2016,11.5,3046,1,2,704,196,1960,Moreland City Council,-37.7143,144.9096,Northern Metropolitan,2651
Niddrie,24 The Avenue,3,h,850000,PI,Barry,08-04-2017,11.2,3042,2,2,795,,,Moonee Valley City Council,-37.736,144.8771,Western Metropolitan,2291
Wantirna South,34 Fewster Dr,3,h,970000,S,Barry,26-08-2017,14.7,3152,2,2,674,,,Knox City Council,-37.8836,145.22805,Eastern Metropolitan,7082
Cairnlea,250 Station Rd,4,h,672000,S,HAR,28-10-2017,14.8,3023,2,1,,145,,Brimbank City Council,-37.75009,144.77869,Western Metropolitan,2674
Yallambie,17 Amaroo Wy,4,h,1100000,S,Buckingham,26-08-2017,12.7,3085,3,2,,,,Banyule City Council,-37.72006,145.10547,Northern Metropolitan,1369
St Kilda,8/2 Emilton Av,1,u,410000,S,Morleys,27-11-2016,6.1,3182,,,,,,Port Phillip City Council,,,Southern Metropolitan,13240
Noble Park,1/12 Alamein St,4,u,,SN,C21,17-06-2017,22.7,3174,2,2,371,,,Greater Dandenong City Council,-37.9581,145.16691,South-Eastern Metropolitan,11806
Elwood,10/8 Bluff Av,2,u,,SP,Chisholm,27-11-2016,7.7,3184,,,,,,Port Phillip City Council,,,Southern Metropolitan,8989
Wyndham Vale,112 Eureka Dr,4,h,478000,S,hockingstuart,08-07-2017,27.2,3024,2,2,400,151.54,2008,Wyndham City Council,-37.87047,144.59864,Western Metropolitan,5262
Essendon West,51 Clydebank Rd,3,h,925000,S,Brad,17-09-2016,9.8,3040,2,2,544,,,Moonee Valley City Council,-37.7576,144.889,Western Metropolitan,588
Richmond,24 Bendigo St,3,t,1850000,VB,Jellis,10-02-2018,2.4,3121,2,2,,,,Yarra City Council,-37.82469,145.01181,Northern Metropolitan,14949
Sydenham,4/2 Albert Rd,2,u,400000,S,Prof.,06-01-2018,18,3037,,,,,,Brimbank City Council,,,Western Metropolitan,3640
Altona,13 Linnet St,4,h,1295000,S,Greg,29-04-2017,13.8,3018,1,2,725,,,Hobsons Bay City Council,-37.8678,144.816,Western Metropolitan,5301
Camberwell,110/347 Camberwell Rd,2,u,,S,hockingstuart,18-06-2016,7.8,3124,2,1,0,66,2014,Boroondara City Council,-37.8341,145.0602,Southern Metropolitan,8920
Glenroy,34 Glenroy Rd,3,h,805000,S,Raine,08-07-2017,11.2,3046,1,2,676,,,Moreland City Council,-37.70691,144.93498,Northern Metropolitan,8870
Epping,54 McDonalds Rd,3,h,,SN,Barry,22-07-2017,19.6,3076,2,2,588,,1985,Whittlesea City Council,-37.6455,145.0389,Northern Metropolitan,10926
Heidelberg West,59 Alamein Rd,3,h,532000,S,Miles,07-11-2016,9.4,3081,1,1,390,86,1955,Banyule City Council,-37.7369,145.0422,Eastern Metropolitan,2674
Brighton East,15 Trinity Ct,3,h,1705000,S,Gary,24-02-2018,10.3,3187,1,2,601,,,Bayside City Council,-37.90852,145.02104,Southern Metropolitan,6938
Preston,7 Tiernan St,3,h,690000,S,Barry,14-05-2016,8.8,3072,1,1,594,92,1960,Darebin City Council,-37.7512,145.017,Northern Metropolitan,14577
Bundoora,49 Nickson St,4,h,770000,S,Barry,07-10-2017,12.1,3083,2,1,537,142,1980,Banyule City Council,-37.69667,145.05403,Northern Metropolitan,10175
Laverton,20 Thomas St,3,h,,SP,hockingstuart,06-01-2018,15.5,3028,1,2,609,,,Hobsons Bay City Council,-37.86067,144.77103,Western Metropolitan,2004
Strathmore,8/12 Lamart St,3,u,,VB,Brad,15-10-2016,9.7,3041,,,,,,Moonee Valley City Council,,,Western Metropolitan,3284
Burwood,19 Cookson Wy,4,h,,PI,Jellis,19-11-2016,11.7,3125,,,,,,Monash City Council,,,Southern Metropolitan,5678
Bentleigh,64 Tucker Rd,3,h,1095000,S,Buxton,17-09-2016,13,3204,2,1,581,170,1965,Glen Eira City Council,-37.9286,145.0495,Southern Metropolitan,6795
Newport,4/65 Mason St,2,u,475000,PI,Sweeney,23-09-2017,6.2,3015,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5498
Essendon,97 Glass St,4,h,1800000,S,Nelson,17-02-2018,7.5,3040,2,2,763,,,Moonee Valley City Council,-37.74645,144.91343,Western Metropolitan,9264
Brunswick West,1 McLean St,3,h,645000,SP,Nelson,06-05-2017,5.9,3055,3,1,131,109,2008,Moreland City Council,-37.7559,144.9378,Northern Metropolitan,7082
West Footscray,1/21 Waratah St,2,t,655000,S,Jas,26-08-2017,6.4,3012,2,1,,135,2012,Maribyrnong City Council,-37.80968,144.86819,Western Metropolitan,5058
Footscray,14/258 Ballarat Rd,2,u,,PI,Sweeney,10-09-2016,6.4,3011,1,1,0,65,1970,Maribyrnong City Council,-37.7892,144.8851,Western Metropolitan,7570
Melton,15 Bittern St,3,h,,PN,YPA,25-11-2017,31.7,3337,1,1,583,123,1970,Melton City Council,-37.6786,144.5739,Western Victoria,3600
Aberfeldie,435 Buckley St,3,h,1210000,S,Nelson,24-06-2017,7.5,3040,1,6,645,,,Moonee Valley City Council,-37.75418,144.89017,Western Metropolitan,1543
Dandenong North,11 Griffiths Ct,4,h,750000,PI,Hall,17-06-2017,24.7,3175,2,1,811,,,Greater Dandenong City Council,-37.95187,145.21249,South-Eastern Metropolitan,8322
Williamstown North,3 Myrtle St,5,h,1615000,S,Williams,09-12-2017,6.8,3016,2,2,466,203,1910,Hobsons Bay City Council,-37.85593,144.8785,Western Metropolitan,802
Brunswick West,3/458 Brunswick Rd,2,t,710000,S,Nelson,07-10-2017,5.2,3055,,,,,,Moreland City Council,,,Northern Metropolitan,7082
Balwyn North,2 Cumberland Av,4,h,2400000,VB,hockingstuart,28-10-2017,9.7,3104,2,2,716,357,2008,Boroondara City Council,-37.80038,145.10047,Southern Metropolitan,7809
Malvern,3/6 Irving St,2,u,,S,Marshall,07-11-2016,7.4,3144,1,1,0,,1970,Stonnington City Council,-37.8597,145.0322,Southern Metropolitan,4675
Murrumbeena,203/113 Poath Rd,2,u,,PI,Ray,15-07-2017,10.1,3163,1,1,0,,,Glen Eira City Council,,,Southern Metropolitan,4442
Chelsea,1/51 Glenola Rd,2,u,690000,S,Eview,07-10-2017,27,3196,,,,,,Kingston City Council,,,South-Eastern Metropolitan,3906
Frankston North,9 Candlebark Cr,3,h,,PI,Barry,14-10-2017,36.9,3200,1,2,,,,Frankston City Council,-38.12266,145.14916,Eastern Victoria,2500
Dandenong,2/1 Clement St,2,u,435000,S,Hall,16-09-2017,24.7,3175,1,1,,,1987,Greater Dandenong City Council,-37.98507,145.22193,South-Eastern Metropolitan,10894
Camberwell,8/101 Wattle Valley Rd,3,t,1171000,S,Marshall,03-06-2017,7.7,3124,2,2,350,,,Boroondara City Council,-37.8356,145.08005,Southern Metropolitan,8920
Strathmore,12 Columban Av,4,h,2340000,S,Nelson,10-12-2016,9.7,3041,,,,,,Moonee Valley City Council,,,Western Metropolitan,3284
Bulleen,50 Marjorie Cl,4,h,,S,Fletchers,09-12-2017,10.8,3105,2,2,603,,,Manningham City Council,-37.77761,145.09825,Eastern Metropolitan,4480
St Kilda,1/7 Robertson Av,2,u,610000,PI,Jellis,07-05-2016,6.1,3182,,,,,,Port Phillip City Council,,,Southern Metropolitan,13240
Blackburn,28 Ohara St,3,h,1300500,S,Noel,18-11-2017,13.4,3130,,,,,,Whitehorse City Council,-37.8166,145.1488,Eastern Metropolitan,5713
Glenroy,19 Justin Av,4,h,835000,S,Stockdale,12-11-2016,13,3046,,,,,,Moreland City Council,,,Northern Metropolitan,8870
Balwyn North,3 Lime Av,4,h,2200000,PI,Buxton,25-11-2017,9.7,3104,,,,,,Boroondara City Council,,,Southern Metropolitan,7809
Footscray,6 John St,4,h,1100000,SP,Biggin,13-08-2016,6.4,3011,1,2,633,,,Maribyrnong City Council,-37.802,144.889,Western Metropolitan,7570
Blackburn,1/14 Doulton Rd,3,h,,SP,Jellis,25-11-2017,13.4,3130,,,,,,Whitehorse City Council,,,Eastern Metropolitan,5713
South Morang,93 Stagecoach Bvd,3,h,681000,S,HAR,17-03-2018,20.5,3752,2,2,632,173,,Whittlesea City Council,-37.64754,145.09858,Northern Metropolitan,7969
Brunswick East,219 Glenlyon Rd,3,h,1330000,PI,Woodards,08-07-2017,4,3057,2,1,161,190,1890,Moreland City Council,-37.77289,144.97503,Northern Metropolitan,5533
Glenroy,10 Justin Av,2,h,685000,S,Stockdale,27-11-2016,13,3046,,,,,,Moreland City Council,,,Northern Metropolitan,8870
Cranbourne,9 Ardmore St,3,h,521000,S,Ray,11-11-2017,34.7,3977,1,2,,132,1975,Casey City Council,-38.0958,145.2799,South-Eastern Metropolitan,7680
Toorak,24/789 Malvern Rd,1,u,,SP,Fletchers,23-09-2017,4.1,3142,1,1,27,,,Stonnington City Council,-37.85013,145.01991,Southern Metropolitan,7217
Richmond,24 The Crofts,2,h,1125000,S,hockingstuart,30-07-2016,2.6,3121,1,0,103,74,1900,Yarra City Council,-37.8199,144.9911,Northern Metropolitan,14949
Caulfield South,12A Almond St,2,h,997000,S,hockingstuart,29-04-2017,9.3,3162,1,2,311,,,Glen Eira City Council,-37.8895,145.0229,Southern Metropolitan,5051
St Albans,29 Marsden Cr,2,h,940000,S,Ray,27-05-2017,14,3021,,,,,,Brimbank City Council,,,Western Metropolitan,14042
Templestowe Lower,4 Sylvia St,4,h,,PI,Ray,28-10-2017,12.4,3107,2,2,,198,1960,Manningham City Council,-37.76828,145.10056,Eastern Metropolitan,5420
Hoppers Crossing,16 Roberts Av,4,h,580000,SP,Barry,21-10-2017,18.4,3029,2,2,627,202,1996,Wyndham City Council,-37.86983,144.70095,Western Metropolitan,13830
Kilsyth,132 Lomond Av,3,h,680000,PI,Schroeder,25-11-2017,26,3137,2,6,,,,Maroondah City Council,-37.7973,145.3202,Eastern Metropolitan,4654
Williamstown,2/20 Victoria St,3,u,890000,S,Gunn&Co,03-12-2016,8,3016,1,3,0,111,1980,Hobsons Bay City Council,-37.8663,144.8883,Western Metropolitan,6380
St Albans,29 Lester Av,3,h,645000,S,Harcourts,23-09-2017,14,3021,1,1,690,,,Brimbank City Council,-37.74295,144.81009,Western Metropolitan,14042
Richmond,3/30 Tanner St,2,u,575500,S,hockingstuart,29-07-2017,2.4,3121,1,1,0,,,Yarra City Council,-37.82328,144.99203,Northern Metropolitan,14949
Sunshine,75 Cornwall Rd,3,h,750000,PI,Douglas,18-03-2017,12.6,3020,1,1,483,,,Brimbank City Council,-37.7866,144.841,Western Metropolitan,3755
Coburg,17 Darlington Gr,3,h,1100000,S,Jellis,17-03-2018,6.7,3058,2,2,368,,,Darebin City Council,-37.74944,144.97363,Northern Metropolitan,11204
South Yarra,2 Hopetoun Gr,3,h,1360000,S,Jellis,09-09-2017,2.7,3141,1,,250,98,1900,Melbourne City Council,-37.84324,144.99933,Southern Metropolitan,14887
Northcote,35 Clarke St,2,h,1550000,S,Jellis,09-09-2017,5.3,3070,1,,,,,Darebin City Council,-37.7756,144.99067,Northern Metropolitan,11364
Surrey Hills,23 Scheele St,4,h,,S,Marshall,09-12-2017,10.2,3127,2,1,,160,1930,Boroondara City Council,-37.81737,145.09752,Southern Metropolitan,5457
Richmond,13/59 Westbank Tce,3,u,1250000,S,Biggin,17-03-2018,2.4,3121,,,,,,Yarra City Council,,,Northern Metropolitan,14949
Camberwell,54 Radnor St,7,h,5450000,S,Marshall,28-10-2017,7.7,3124,6,5,,453,1920,Boroondara City Council,-37.84323,145.06114,Southern Metropolitan,8920
Doncaster,6 Parkview Pl,4,h,,SN,Ray,17-03-2018,12.4,3108,3,2,373,,,Manningham City Council,-37.78435,145.10226,Eastern Metropolitan,9028
Brighton,6/58 Nepean Hwy,3,t,1060000,S,Chisholm,18-11-2017,10.5,3186,,,,,,Bayside City Council,,,Southern Metropolitan,10579
Keilor East,3 Border Dr,3,h,918000,S,Nelson,22-07-2017,11.7,3033,2,2,669,166,2000,Brimbank City Council,-37.73936,144.85874,Western Metropolitan,5629
Abbotsford,138/56 Nicholson St,3,u,1090000,S,Jellis,18-03-2017,2.5,3067,2,2,4290,27,,Yarra City Council,-37.8078,144.9965,Northern Metropolitan,4019
Murrumbeena,4/1 Howe St,2,t,745500,S,Buxton,30-07-2016,12.1,3163,1,1,186,110,1980,Glen Eira City Council,-37.8947,145.0722,Southern Metropolitan,4442
Canterbury,1/28 Milton St,2,h,765000,S,Jellis,04-03-2017,9,3126,1,1,543,,,Boroondara City Council,-37.8295,145.0774,Southern Metropolitan,3265
Footscray,39 Moore St,3,h,755000,PI,hockingstuart,26-08-2017,5.1,3011,1,2,334,110,1920,Maribyrnong City Council,-37.7977,144.90398,Western Metropolitan,7570
Epping,5 Granite Out,3,h,567000,S,hockingstuart,07-10-2017,19.6,3076,,,,,,Whittlesea City Council,,,Northern Metropolitan,10926
Brighton,18 Victoria St,4,h,3700000,S,Marshall,03-12-2016,11.2,3186,3,2,742,247,1900,Bayside City Council,-37.914,144.9878,Southern Metropolitan,10579
South Yarra,61 Osborne St,3,h,2395000,S,hockingstuart,18-03-2017,3.3,3141,1,2,442,,,Melbourne City Council,-37.8432,144.9906,Southern Metropolitan,14887
Carlton North,132 Lee St,2,h,,S,Nelson,06-05-2017,3.2,3054,1,0,109,,,Melbourne City Council,-37.7909,144.9708,Northern Metropolitan,3106
Frankston,5 Miranda Pl,4,h,650000,S,O'Brien,16-09-2017,38,3199,2,2,710,,,Frankston City Council,-38.16802,145.14349,South-Eastern Metropolitan,17055
Glenroy,1/143 Melbourne Av,2,t,570000,S,Stockdale,08-04-2017,13,3046,,,,,,Moreland City Council,,,Northern Metropolitan,8870
Hoppers Crossing,32 Sier Av,3,h,428000,S,Sweeney,10-03-2018,18.4,3029,2,1,410,109,1980,Wyndham City Council,-37.86608,144.68721,Western Metropolitan,13830
Prahran,37 Perth St,4,h,1820000,S,Jellis,27-11-2016,4.5,3181,1,1,305,,1920,Stonnington City Council,-37.8493,144.9873,Southern Metropolitan,7717
Prahran,1/263 Dandenong Rd,1,u,405000,S,Gary,09-12-2017,4.6,3181,,,,,,Stonnington City Council,,,Southern Metropolitan,7717
Glen Waverley,23 Diamond Av,4,h,1439000,S,Barry,21-10-2017,16.7,3150,2,2,663,158,1970,Monash City Council,-37.87215,145.17259,Eastern Metropolitan,15321
Murrumbeena,25/41 Murrumbeena Rd,2,u,650000,SP,Gary,17-02-2018,10.1,3163,,,,,,Glen Eira City Council,,,Southern Metropolitan,4442
Lower Plenty,3 Beckett Ct,3,h,,PI,Barry,23-09-2017,14.6,3093,2,2,,,,Banyule City Council,-37.73468,145.13253,Eastern Metropolitan,1624
Camberwell,20 Kirkwood Dr,5,h,2740000,S,Fletchers,28-08-2016,7.8,3124,2,2,643,363,2005,Boroondara City Council,-37.8421,145.0719,Southern Metropolitan,8920
South Yarra,10/38 Kensington Rd,1,u,555000,S,Jellis,29-07-2017,2.7,3141,1,1,0,,,Melbourne City Council,-37.83631,145.00181,Southern Metropolitan,14887
Camberwell,4 Marlborough Av,5,h,3460000,S,Jellis,09-12-2017,7.7,3124,3,3,780,,,Boroondara City Council,-37.83725,145.06799,Southern Metropolitan,8920
Glenroy,41 Ridgeway Av,3,h,,W,Eview,15-10-2016,13,3046,,,,,,Moreland City Council,,,Northern Metropolitan,8870
Carnegie,3/78 Moonya Rd,3,t,860000,SP,Gary,04-03-2017,11.4,3163,2,1,1113,113,1990,Glen Eira City Council,-37.8972,145.0642,Southern Metropolitan,7822
Malvern,41 Milton Pde,3,h,,S,RT,12-11-2016,7.4,3144,3,2,177,,,Stonnington City Council,-37.8467,145.0393,Southern Metropolitan,4675
Malvern,1 Wilks Av,4,h,3900000,S,Jellis,17-06-2017,5.9,3144,,,,,,Stonnington City Council,,,Southern Metropolitan,4675
